NumberOfVehicles,CrashDate,CrashTime,DayOfWeek,TypeOfCollision,LocationOfFirstHarmfulEvent,RoadwaySurfaceType,RoadwayDefect,LightCondition_Category,LightCondition_Value,RoadwayDescription,WorkZoneLocation,WeatherCondition,RoadwayAlignment,WorkZoneWorkersPresent,SchoolZone,IntersectionType,WorkZoneType,TrafficControlType,RoadwaySurfaceCondition,RelationToRoadway_Category,RelationToRoadway_Value,TrafficControlMechanicalDevice,WorkZoneRelated,Year,Meteorological Season,MonthName,DaytimeNighttime_NHTSA,ThreeHourLabel,Hour,CrashType,AlcoholInvolved,SpeedRelated,CommercialMotorVehiclesInvolved,PedestrianInvolved,BicycleInvolved,MotorcycleInvolved,MopedInvolved,TrainRelated,SchoolZoneInvolved,TeenDriverInvolved,DistractedDriverInvolved,DriverTextingInvolved,DriverUsingCellPhone,Single_Multi_Vehicle,Jurisdiction,TownName,LocationTypeName,Latitude,Longitude,Interstate_NonInterstate,RoadName,RouteNumber,RouteName,MileMarker,FunctionalClassCode,AtIntersection,SecondaryLocation,MatureDriverInvolved,MatureDriverFatalities,MatureDriverInjuries,LargeTruckInvolved,PedestrianFatalities,PedestrianInjuries,MotorcycleFatalities,MotorcycleInjuries,BicycleFatalities,BicycleInjuries,DistractedDriverFatalities,DistractedDriverInjuries,UnrestrainedInjuries,Number_Of_Fatalities,Number_Of_Injuries,Crash_UID,Is_Fatal,Is_Severe,Is_Minor,SeverityLabel
2,2023-01-15,17:42:00,Sunday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,January,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.67115,-77.25039,Interstate,I-95S,95.0,I-95,161.09,Interstate,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1127390,0,0,1,Minor
3,2023-01-21,12:53:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Acceleration/Deceleration Lanes,Yes - Working,No,2023,Winter,January,Daytime,Noon - 2:59pm,12,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Hanover County,,Urban,37.58094,-77.32886,Non-Interstate,SC-615N (HANOVER COUNTY),615.0,CREIGHTON RD,0.39,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4285968,0,0,1,Minor
1,2022-08-21,21:35:00,Sunday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Highway Safety Corridor,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2022,Summer,August,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Prince William County,,Urban,38.60475,-77.31106,Interstate,I-95S,95.0,I-95,155.02,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1678299,0,0,1,Minor
2,2024-05-05,08:10:00,Sunday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2024,Spring,May,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Norfolk City,,Urban,36.89856,-76.20632,,,,MISCELLANEOUS ST,,,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8486042,0,0,1,Minor
2,2023-09-23,17:10:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Wet,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2023,Autumn,September,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.46746,-77.50848,Non-Interstate,SC-647E (CHESTERFIELD COUNTY),647.0,WALMSLEY BLVD,6.08,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9513479,0,0,1,Minor
2,2022-01-27,18:26:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Stop Sign,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Winter,January,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Suffolk City,,Urban,36.86423,-76.48526,Non-Interstate,US-17N,17.0,BRIDGE RD,37.27,Other Principal Arterial,At Intersection,LEE FARM LN,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1602419,0,0,1,Minor
2,2023-12-13,23:17:00,Wednesday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Highway Safety Corridor,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,December,Nighttime,9:00pm - 11:59pm,23,Injury Crash,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.58876,-77.46973,Interstate,I-95N,95.0,I-95,79.5,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c6464059,0,0,1,Minor
3,2022-08-22,13:26:00,Monday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Summer,August,Daytime,Noon - 2:59pm,13,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Colonial Heights City,,Urban,37.25521,-77.39757,Interstate,I-95N,95.0,I-95,54.23,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,3,c7089568,0,1,0,Severe
1,2023-03-16,11:51:00,Thursday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,March,Daytime,9:00am - 11:59am,11,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Montgomery County,,Rural,37.18151,-80.3542,Non-Interstate,SC-641N (MONTGOMERY COUNTY),641.0,DEN HILL RD,5.23,Minor Collector,Not at Intersection,,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,1,c0343195,0,0,1,Minor
2,2022-11-07,07:30:00,Monday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,November,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hanover County,,Urban,37.62384,-77.3095,Non-Interstate,US-360W,360.0,MECHANICSVILLE TPKE,150.86,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4576842,0,0,1,Minor
1,2024-03-01,18:03:00,Friday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dusk,Dusk,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Spring,March,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,King George County,,Rural,38.21717,-77.10216,Non-Interstate,VA-3E,3.0,KINGS HWY,58.15,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6272356,0,0,1,Minor
2,2024-10-28,07:55:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Three Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Autumn,October,Daytime,6:00am - 8:59am,7,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Buchanan County,,Rural,37.29409,-82.05159,Non-Interstate,VA-83W,83.0,SLATE CREEK RD,50.0,Minor Arterial,At Intersection,HOBBS BRANCH RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c3865121,0,1,0,Severe
2,2024-02-14,14:16:00,Wednesday,Head On,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Winter,February,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.52007,-77.44771,Non-Interstate,UR-7509W (CITY OF RICHMOND),,BAINBRIDGE ST,1.35,Minor Arterial,At Intersection,15TH ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9874410,0,0,1,Minor
2,2024-04-17,15:42:00,Wednesday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Spring,April,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.95252,-77.40893,Non-Interstate,SC-657N (FAIRFAX COUNTY),657.0,CENTREVILLE RD,7.76,Minor Arterial,Not at Intersection,,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,2,c6496242,0,1,0,Severe
2,2022-09-18,19:28:00,Sunday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,September,Nighttime,6:00pm - 8:59pm,19,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.90928,-77.21805,Interstate,I-495S,495.0,I-495,10.63,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5552353,0,0,1,Minor
2,2024-05-25,21:19:00,Saturday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous","Holes, Ruts, Bumps",Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Two Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Spring,May,Nighttime,9:00pm - 11:59pm,21,Injury Crash,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.53777,-77.43817,Non-Interstate,US-60P,60.0,8TH ST,0.31,Other Principal Arterial,At Intersection,CARY ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c2009355,0,0,1,Minor
2,2022-09-13,16:26:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection,Intersection Related - Outside 150 Feet,Yes - Working,No,2022,Autumn,September,Daytime,3:00pm - 5:59pm,16,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fauquier County,,Urban,38.53629,-77.81589,Non-Interstate,US-15S,15.0,JAMES MADISON HWY,171.72,Other Freeways and Expressways,At Intersection,FREEMANS FORD RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c1350108,0,0,1,Minor
2,2022-12-27,01:00:00,Tuesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,One Way Road or Street,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Winter,December,Nighttime,Midnight - 2:59am,1,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.54586,-77.45554,Non-Interstate,VA-147P,147.0,MAIN ST,2.05,Minor Arterial,At Intersection,HARRISON ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c2436636,0,0,1,Minor
1,2023-10-17,04:45:00,Tuesday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,Rain,Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2023,Autumn,October,Nighttime,3:00am - 5:59am,4,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Russell County,,Rural,36.7799,-82.35392,Non-Interstate,VA-71E,71.0,VA-71,17.58,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6756152,0,0,1,Minor
2,2024-03-19,08:20:00,Tuesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Spring,March,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.53699,-77.56303,Non-Interstate,VA-147E,147.0,HUGUENOT RD,4.36,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4977332,0,0,1,Minor
2,2022-02-27,05:00:00,Sunday,Head On,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Winter,February,Nighttime,3:00am - 5:59am,5,Injury Crash,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.82865,-77.3669,Non-Interstate,VA-286S,286.0,FAIRFAX COUNTY PKWY,17.12,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c9927157,0,1,0,Severe
2,2024-10-23,06:13:00,Wednesday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Autumn,October,Daytime,6:00am - 8:59am,6,Property Damage Crash,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Loudoun County,,Urban,39.13436,-77.75908,Non-Interstate,VA-7E,7.0,LEESBURG PIKE,24.13,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c2435783,0,0,1,Minor
1,2024-09-21,05:42:00,Saturday,Non-Collision,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Autumn,September,Nighttime,3:00am - 5:59am,5,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Prince George County,,Urban,37.20807,-77.32141,Non-Interstate,VA-106N,106.0,COURTHOUSE RD,0.9,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3292221,0,0,1,Minor
5,2023-02-17,07:22:00,Friday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.22474,-77.50602,Non-Interstate,US-1S,1.0,JEFFERSON DAVIS HWY,141.72,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3361123,0,0,1,Minor
2,2022-08-07,04:55:00,Sunday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Summer,August,Nighttime,3:00am - 5:59am,4,Injury Crash,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Manassas City,,Urban,38.75324,-77.45036,Non-Interstate,UR-4361S (CITY OF MANASSAS),,LIBERIA AVE,0.92,Minor Arterial,At Intersection,RICHMOND AVE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,4,c1620039,0,1,0,Severe
1,2022-09-27,07:20:00,Tuesday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2022,Autumn,September,Daytime,6:00am - 8:59am,7,Injury Crash,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Single Vehicle Crashes,Dinwiddie County,,Rural,36.91326,-77.58063,Non-Interstate,SC-619N (DINWIDDIE COUNTY),619.0,COURTHOUSE RD,0.95,Minor Collector,Not at Intersection,,No,0,0,No,0,0,0,1,0,0,0,0,0,0,1,c1988680,0,0,1,Minor
2,2023-02-14,16:56:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Winter,February,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Newport News City,,Urban,37.14614,-76.51274,Non-Interstate,RIDGEWOOD PKWY (NP - CITY OF NEWPORT NEWS),,RIDGEWOOD PKWY,0.45,Local,At Intersection,DENBIGH BLVD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1588310,0,0,1,Minor
3,2022-04-20,12:55:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Other Location,"Driveway, Alley-Access - Related",Yes - Working,No,2022,Spring,April,Daytime,Noon - 2:59pm,12,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Amherst County,,Urban,37.4666,-79.11805,Non-Interstate,VA-130W,130.0,AMELON RD,31.95,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8066077,0,0,1,Minor
2,2023-12-16,18:27:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Winter,December,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Albemarle County,,Rural,38.02091,-78.5362,Non-Interstate,US-29N,29.0,US-29 BYP,135.0,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7926010,0,0,1,Minor
2,2024-01-19,08:44:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working and Obscured,No,2024,Winter,January,Daytime,6:00am - 8:59am,8,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Norfolk City,,Urban,36.87517,-76.29512,Non-Interstate,VA-247P,247.0,27TH ST,0.37,Minor Arterial,At Intersection,COLLEY AVE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c0324854,0,0,1,Minor
2,2023-12-11,15:11:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2023,Winter,December,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.244,-77.49578,Non-Interstate,SC-1234W (SPOTSYLVANIA COUNTY),1234.0,SPOTSYLVANIA AVE,1.06,Major Collector,At Intersection,MARKET ST,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c6936753,0,0,1,Minor
2,2024-08-08,15:36:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,August,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Rockbridge County,,Rural,37.87016,-79.32469,Interstate,I-81S,81.0,I-81,198.2,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7882260,0,0,1,Minor
2,2022-12-19,18:57:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Winter,December,Nighttime,6:00pm - 8:59pm,18,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Va. Beach City,,Urban,36.81997,-76.22321,Non-Interstate,UR-7W (CITY OF VIRGINIA BEACH),7.0,INDIAN RIVER RD,0.03,Minor Arterial,At Intersection,MACDONALD RD,No,0,0,No,0,0,0,0,0,0,0,0,1,0,5,c9614389,0,1,0,Severe
3,2023-04-06,15:19:00,Thursday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2023,Spring,April,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Va. Beach City,,Urban,36.84344,-76.04795,Non-Interstate,VA-279S,279.0,GREAT NECK RD,0.12,Other Principal Arterial,At Intersection,OLD GREAT NECK RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8057660,0,0,1,Minor
